ID,Q_Age,Q_Gender,Q_City,Q1,Q4,Q7,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q14,Q15,Q16,Q17,Q19,Q20,Q21,Q22,Q23,Q24,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10,Q28,Q29,Q32,Price_elasticity
265,77,1,4,1,2,2,1,0,1,0,0,0,0,0,0,0,0,4,1,5,2,4,5,4,4,7,1,1,0,0,0,0,0,0,0,0,0,5,1,1,0.014343733122785175
266,60,2,5,1,5,2,1,0,1,1,0,0,0,0,0,0,0,2,2,5,1,6,4,2,4,2,2,1,0,0,0,0,0,0,0,0,0,4,2,1,0.011571082484833711
268,50,2,4,1,5,2,1,0,0,0,0,0,0,0,0,0,0,2,2,4,1,2,5,3,4,2,1,0,0,0,0,0,0,1,0,0,0,4,2,1,-0.007564806734811053
269,78,2,4,1,3,2,1,1,0,0,0,0,0,0,0,0,0,1,2,4,1,6,3,2,4,4,1,0,0,0,1,0,0,0,0,0,0,2,2,1,0.10216620032520216
275,70,1,4,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,8,1,6,5,2,4,2,2,0,0,0,0,0,1,0,0,0,0,4,2,2,-0.19656322013738328
287,54,1,4,2,5,3,0,0,0,0,0,0,0,0,0,0,1,4,1,9,3,2,3,3,4,4,1,0,0,0,0,0,0,1,0,0,0,4,2,1,-0.0014438054478338458
288,63,1,4,2,4,3,1,1,0,0,0,0,0,0,0,0,0,2,3,7,2,6,3,7,4,4,1,1,1,0,0,0,0,0,0,0,0,1,2,6,0.12801470193719344
294,72,2,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,6,4,7,4,6,1,1,0,0,0,0,0,0,0,0,0,5,2,1,0.03129219119010482
299,62,1,4,1,4,2,0,0,0,0,0,0,0,0,0,1,0,1,2,7,1,6,5,7,5,2,2,0,0,0,0,0,0,0,0,1,0,1,2,5,-0.02203773976455614
300,80,1,4,1,2,1,1,1,0,1,0,0,0,0,0,0,0,1,2,4,2,6,3,4,1,9,1,0,0,1,0,0,0,0,0,0,0,2,2,1,0.04879862046015815
301,75,1,4,1,5,3,0,0,1,0,0,0,0,0,0,0,0,2,2,5,2,1,4,4,4,4,1,1,0,0,0,0,0,0,0,0,0,4,2,6,-0.2363817510438689
305,69,1,4,2,5,2,1,1,0,0,0,1,1,0,0,0,0,1,1,9,2,4,5,5,1,9,1,1,0,0,0,0,0,1,0,0,0,4,1,1,-0.005009206720448467
306,70,1,4,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,9,1,6,4,1,3,3,1,0,1,0,0,1,0,0,0,0,0,1,2,1,-0.0004926102907850394
312,66,2,4,2,5,3,0,0,0,0,0,0,0,0,0,0,1,1,2,9,1,6,3,2,4,6,1,1,1,0,0,0,0,0,0,0,0,4,2,6,-0.10921315201390908
314,52,1,5,1,4,2,1,0,1,1,0,0,0,0,0,0,0,1,2,4,5,6,5,6,1,9,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0.019154309081037935
327,68,1,4,1,2,2,1,1,1,1,0,1,0,0,0,0,0,2,1,5,2,5,5,6,4,6,1,1,0,0,0,0,0,0,0,0,0,4,1,1,-0.08013776017683742
331,69,2,4,2,2,2,0,1,0,0,0,1,1,0,0,0,0,1,1,6,2,5,5,5,1,9,1,1,1,0,0,1,0,0,0,0,0,1,2,1,0.03608951881060725
332,70,2,4,2,4,2,0,0,0,0,0,0,0,0,0,1,0,2,2,5,2,6,4,4,4,5,1,1,0,0,0,0,0,0,0,0,0,4,1,3,-0.06549244690105635
334,53,2,4,1,4,2,1,0,0,0,0,0,0,0,0,0,0,3,2,6,2,5,4,3,4,6,1,0,1,0,0,0,0,1,0,0,0,4,2,3,-0.10244694622745654
341,77,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,6,5,4,3,4,1,1,0,0,0,1,0,0,0,0,0,1,2,1,0.32837266197962656
342,76,1,4,1,1,3,1,0,0,0,0,0,0,0,0,0,0,2,1,8,2,6,4,5,1,9,1,0,0,0,0,0,0,0,1,0,0,1,2,3,-0.053287403758899475
344,70,1,4,1,1,2,1,1,0,0,1,0,0,0,0,0,0,1,2,2,1,6,4,2,4,4,1,1,1,0,0,1,0,0,0,0,0,4,2,1,0.051946543102149335
346,76,1,4,1,2,1,1,0,0,1,0,0,0,0,0,0,0,2,2,9,2,6,3,3,4,6,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0.46767947484281935
347,68,1,5,1,2,2,1,0,0,0,0,0,1,0,0,0,0,1,1,3,2,5,3,4,4,5,1,0,1,1,0,0,0,0,0,0,0,4,1,1,0.14587626057774938
350,74,2,4,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,3,2,6,4,8,4,6,1,1,1,0,0,1,0,0,0,0,0,1,2,1,0.1447575364771878
366,71,1,4,1,4,2,1,1,0,1,0,0,0,0,0,0,0,2,2,4,2,6,4,4,3,8,1,1,0,0,0,1,0,0,0,0,0,1,1,2,-0.021887233277851942
376,58,1,4,2,5,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,4,3,4,4,1,0,0,0,0,0,0,1,0,0,0,4,2,2,-0.3387655746019724
385,84,1,4,2,5,2,1,0,1,0,0,0,0,0,0,0,0,1,1,9,1,6,3,2,3,6,2,1,0,0,0,0,0,0,0,0,0,6,2,6,0.06335308242838356
389,88,1,4,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,6,5,7,3,8,1,1,0,1,0,1,0,0,0,0,0,1,2,1,-0.17596279641549817
391,61,1,4,1,3,3,0,0,0,0,0,0,1,0,1,0,0,2,2,8,1,6,4,7,4,4,1,0,0,0,0,0,0,1,0,0,0,4,2,1,0.007243030374657053
392,60,2,4,2,4,2,0,1,0,1,0,1,0,0,0,0,0,2,3,4,2,3,4,5,3,5,1,0,0,0,0,0,0,1,0,0,0,4,2,1,0.09004917105055082
394,66,1,4,1,4,2,0,0,1,0,0,0,0,0,0,0,0,1,2,5,1,5,4,6,4,6,1,0,0,0,0,0,0,1,0,0,0,4,2,2,0.13031055202846234
397,71,1,4,2,5,3,1,0,0,0,0,0,0,0,0,0,0,2,2,8,2,6,4,8,4,7,1,0,0,0,0,0,0,1,0,0,0,4,2,1,0.1531330022989778
398,78,1,5,1,2,1,1,1,0,1,0,1,0,0,0,0,0,2,1,6,3,6,5,7,3,7,1,1,1,1,0,1,0,0,0,0,0,1,2,1,0.013372609709160377
402,51,2,4,1,4,2,1,1,0,0,0,1,1,0,0,0,0,1,1,7,3,6,5,3,4,5,1,1,0,0,0,1,0,0,0,0,0,1,2,2,-0.1225063331714039
404,57,1,4,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,5,1,1,3,3,4,3,1,1,1,0,0,0,0,0,0,0,0,1,2,1,0.05378654346194976
428,61,2,4,1,5,2,1,1,0,0,0,0,0,0,0,0,0,2,2,8,2,4,5,6,4,4,1,0,0,0,0,0,0,1,0,0,0,4,2,1,0.14770461464295487
433,60,2,4,1,3,2,1,1,1,1,0,0,0,0,0,0,0,1,2,5,1,5,4,7,3,6,1,1,0,0,0,1,0,0,0,0,0,1,2,1,0.05727963445000572
437,72,2,4,2,3,3,1,0,0,0,0,0,1,0,0,0,0,2,2,5,2,6,4,4,4,5,1,0,0,0,0,0,0,1,0,0,0,4,2,6,-0.1337970111729047
441,64,1,5,1,4,2,1,0,0,0,0,0,0,0,0,0,0,5,2,1,2,1,4,5,1,9,1,0,1,1,0,0,0,0,0,0,0,1,2,2,0.03440557510590292
444,62,1,4,1,2,2,0,0,0,0,0,0,0,0,0,1,0,3,2,6,1,5,3,2,3,2,2,0,1,0,0,0,0,0,0,0,0,1,2,1,-0.2971133932539357
447,71,1,4,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,2,5,2,6,5,4,3,8,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0.22312790465097884
450,73,2,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,4,1,6,4,2,4,3,1,0,0,1,0,0,0,0,0,0,0,1,2,1,-0.1568816511954037
451,38,2,4,1,5,2,1,1,1,1,0,0,0,0,0,0,0,2,2,6,2,6,4,5,2,8,1,1,1,1,0,1,0,0,0,0,0,1,1,2,0.10479399660195379
454,77,2,4,1,5,3,0,1,0,0,0,1,1,0,0,0,0,2,1,6,2,6,4,3,4,6,1,1,0,0,0,1,0,0,0,0,0,4,2,1,-0.3004815160947152
455,75,1,4,1,3,2,1,0,0,1,0,0,0,0,0,0,0,1,2,3,2,2,3,4,3,6,1,1,1,0,0,1,0,0,0,0,0,1,2,2,0.0996930352927553
460,79,1,5,1,5,3,0,1,1,1,0,0,0,0,0,0,0,1,3,9,2,6,5,3,1,7,1,1,1,0,0,1,0,0,0,0,0,6,2,2,-0.0029414362586249743
465,58,2,5,1,1,2,1,1,0,0,1,1,1,0,0,0,0,3,1,6,1,3,5,3,1,7,1,1,1,0,0,0,0,0,0,0,0,1,2,1,-0.027381580947739903
466,66,1,4,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,1,9,1,3,5,3,4,6,1,1,1,0,0,0,0,0,0,0,0,4,2,1,0.060663293988356286
467,81,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,2,5,3,5,1,7,1,1,0,1,0,1,0,0,0,0,0,1,1,1,-0.08125555519091084
470,72,1,4,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,3,2,6,5,6,3,7,1,1,1,0,0,1,0,0,0,0,0,1,1,1,-0.01181914169103021
472,61,2,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,1,2,6,1,1,5,3,4,5,1,0,1,0,0,1,0,0,0,0,0,1,2,1,0.04178842897987997
478,67,2,4,2,4,2,0,0,1,0,1,0,0,0,0,0,0,2,2,9,1,5,4,7,4,5,1,0,0,0,0,0,0,1,0,0,0,4,2,6,0.09015231201875018
483,50,2,4,1,1,1,1,0,1,1,1,0,1,0,0,0,0,2,2,9,5,7,5,7,1,9,1,1,1,0,0,0,0,0,0,0,0,1,1,6,0.0048534480207222935
495,78,1,5,2,5,2,1,0,0,0,0,1,0,0,0,0,0,2,3,4,2,6,5,2,3,8,1,1,0,1,0,1,0,0,0,0,0,1,2,6,-0.04352461490674059
498,65,1,5,2,3,3,0,0,1,0,1,0,0,0,0,0,0,1,1,4,2,6,3,5,4,4,1,0,0,1,0,0,0,0,0,0,0,3,2,1,0.07271590584960162
501,64,2,4,1,4,2,1,1,1,0,0,1,0,0,0,0,0,2,2,4,1,1,3,7,4,3,2,1,0,0,0,0,0,0,0,0,0,1,2,2,-0.03584087504869596
512,52,2,4,1,2,2,1,0,0,0,0,1,0,0,0,0,0,3,2,5,3,1,5,6,1,9,1,1,1,0,0,1,0,0,0,0,0,1,1,2,-0.0840198874448719
520,76,1,4,1,4,2,0,1,1,0,0,0,0,0,0,0,0,2,2,3,1,6,5,3,4,5,2,0,0,0,0,0,0,1,0,0,0,4,2,2,-0.008759790464406503
531,72,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,4,2,6,3,7,4,5,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0.0681905728052945
538,26,2,4,1,3,2,1,0,0,1,0,0,0,0,0,0,0,1,1,6,2,5,3,1,5,5,2,1,0,0,0,0,0,0,0,0,0,4,2,6,0.060303812677165114
561,67,1,5,1,1,1,1,1,0,1,0,0,0,0,0,0,0,2,1,6,2,6,4,5,2,7,1,0,1,0,0,1,0,0,0,0,0,1,2,1,0.12887942756340748
562,67,2,4,1,2,2,1,1,1,0,0,1,0,0,0,0,0,1,1,4,2,5,3,2,3,6,1,1,1,0,0,0,0,0,0,0,0,1,2,3,0.09476530832381888
565,62,2,5,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,2,7,1,3,5,2,4,5,1,1,1,0,0,0,0,0,0,0,0,1,2,1,-0.21812130220342457
571,60,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,5,2,6,3,5,1,8,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0.11568129198630228
573,66,2,4,1,2,1,1,0,1,0,0,0,1,0,0,0,0,1,2,6,1,1,3,3,4,4,1,0,0,0,1,0,0,0,0,0,0,2,2,1,0.08926472785946625
579,66,1,4,1,2,1,1,0,1,0,1,1,1,0,0,0,0,1,1,4,2,6,4,6,4,8,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0.2775618355132675
583,67,1,5,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2,1,5,2,6,5,6,4,6,1,0,0,0,0,0,0,1,0,0,0,4,2,1,-0.004254017712934155
585,76,2,5,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,4,1,6,4,7,3,6,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0.035447950504165535
595,71,1,5,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,1,5,2,6,3,5,4,6,1,1,1,0,0,0,0,0,0,0,0,1,1,2,-0.049283768604169505
597,68,1,4,1,5,2,1,1,1,0,0,0,0,0,0,0,0,3,1,5,2,5,5,6,4,6,1,1,0,0,0,0,1,0,0,0,0,4,1,2,0.0424949333090766
598,65,2,4,1,5,3,0,1,1,0,0,0,0,0,0,0,0,1,3,5,2,5,5,6,4,5,1,1,1,0,0,0,0,0,0,0,0,1,2,6,-0.06639238375154377
599,53,2,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,2,8,1,6,5,8,4,3,1,1,0,0,0,0,0,0,0,0,0,4,2,1,-0.02877147570002231
609,65,2,4,1,2,2,1,0,0,1,0,0,0,0,0,0,0,1,2,5,1,6,3,2,4,5,1,1,0,0,0,0,0,0,0,0,0,4,2,1,-0.02142059263250977
612,68,1,5,1,5,3,1,0,1,0,0,0,0,0,0,0,0,2,3,4,2,6,4,5,1,9,1,0,1,1,0,1,0,0,0,0,0,1,2,3,-0.08221756760751768
613,54,1,4,1,3,2,1,1,1,0,0,0,0,0,0,0,0,1,2,3,2,4,4,5,3,5,1,1,0,1,0,0,0,0,0,0,0,1,2,1,0.01339267857706905
620,77,1,5,1,5,2,1,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,5,3,5,4,2,1,1,0,0,0,0,0,0,1,0,1,2,2,0.042504356663641676
625,62,1,4,1,4,2,1,0,0,0,0,0,0,0,0,0,0,1,2,6,2,6,4,3,4,7,1,0,0,0,0,0,0,0,1,0,0,1,1,2,-0.007607345803460591
631,42,2,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,6,2,4,5,3,4,4,1,1,1,0,0,1,0,0,0,0,0,1,2,1,0.19831628019995146
637,65,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,2,4,4,7,3,8,1,0,1,1,0,1,0,0,0,0,0,1,2,1,-0.11615124472226826
641,56,2,4,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,9,6,4,3,5,3,7,1,0,0,1,0,1,0,0,0,0,0,1,2,1,0.03758798061641119
642,66,1,4,2,5,2,1,0,1,1,1,1,0,0,0,0,0,1,2,6,4,1,5,6,1,9,1,0,0,0,1,0,0,0,0,0,0,2,1,1,0.0057403985485732206
643,53,2,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,8,2,6,5,3,5,3,2,1,1,0,0,0,0,0,0,0,0,4,2,1,0.04268311993206461
647,58,1,4,2,4,2,1,0,0,0,0,1,1,0,0,0,0,2,1,5,1,2,5,3,4,5,1,0,0,0,0,0,0,0,1,0,0,4,2,6,0.6439945966137373
650,66,1,5,1,3,1,1,0,1,1,0,0,0,0,0,0,0,2,2,7,2,1,5,4,4,4,1,1,1,0,0,0,0,0,0,0,0,1,2,1,0.25792424022123134
660,60,2,4,1,5,2,1,0,0,0,0,0,0,0,0,0,0,1,1,6,2,3,3,5,4,6,1,1,0,0,0,0,0,0,0,0,0,4,1,1,0.07953266831080825
669,73,1,4,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2,1,7,1,6,4,1,4,3,1,1,1,0,0,0,0,0,0,0,0,1,2,1,-0.7661128118579523
670,82,1,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,5,2,3,4,7,3,8,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0.013243362515167736
671,63,2,4,1,5,1,1,0,0,0,0,0,0,0,0,0,0,2,1,3,2,1,4,3,4,5,1,1,0,0,0,1,0,0,0,0,0,4,2,1,0.030708474503441007
676,80,1,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,6,5,6,4,7,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0.19422592915734468
682,70,1,4,1,3,2,1,0,0,0,0,1,0,0,0,0,0,2,2,3,1,6,4,2,4,4,1,1,1,0,0,1,0,0,0,0,0,4,2,2,0.04634601593003078
