ID,Q_Age,Q_Gender,Q_City,Q1,Q4,Q7,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q14,Q15,Q16,Q17,Q19,Q20,Q21,Q22,Q23,Q24,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10,Q28,Q29,Q32,Price_elasticity
92,61,1,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,5,3,6,4,5,4,7,1,1,1,0,0,0,0,0,0,0,0,4,2,1,-0.11022870195966497
96,71,2,5,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,8,3,6,5,8,3,6,1,1,1,0,0,1,0,0,0,0,0,1,2,1,-0.2620206450045038
100,70,2,4,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,2,6,2,6,5,5,4,5,1,1,0,0,0,1,0,0,0,0,0,1,2,1,-0.10840854367603538
107,67,1,4,1,1,2,1,0,0,0,0,0,0,0,1,0,0,1,1,8,1,6,5,2,4,6,1,1,1,0,0,0,0,0,0,0,0,4,2,1,-0.07086619270762734
109,77,1,5,1,3,2,1,1,0,0,0,0,0,0,0,0,0,2,2,3,1,6,4,2,4,4,1,0,0,1,0,0,0,0,0,0,0,1,1,3,-0.1252897019823977
115,66,1,4,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,4,2,6,5,5,1,9,1,1,1,0,0,1,0,0,0,0,0,1,1,1,-0.048609799251396225
119,82,1,4,1,5,3,0,0,1,0,0,0,0,0,0,0,0,4,2,6,2,6,5,5,4,7,1,0,0,0,0,1,0,1,0,0,0,4,2,2,-0.08292700615931024
133,75,2,4,1,3,2,1,1,0,0,0,1,0,0,0,0,0,1,1,6,2,6,4,3,2,7,2,1,0,0,0,1,0,0,0,0,0,1,1,6,-0.011779781035111257
134,55,2,5,1,2,2,1,1,0,0,0,0,0,0,0,0,0,2,2,5,2,5,5,5,4,4,1,0,1,0,0,0,0,0,1,0,0,4,2,3,0.033392210755522476
135,62,1,4,1,3,2,1,0,0,1,0,0,0,0,0,0,0,1,2,6,4,6,5,5,1,6,1,1,0,0,0,1,0,0,0,0,0,1,2,1,-0.06594522855894007
142,75,1,5,1,2,1,0,1,1,1,1,0,0,0,0,0,0,1,1,5,5,6,2,2,2,9,1,1,0,1,0,0,0,0,0,0,0,1,2,1,-0.04779468020915731
149,53,1,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,1,3,5,2,6,4,1,4,4,1,1,1,0,0,0,0,0,0,0,0,4,2,1,-0.12392540091653183
150,75,1,4,1,2,2,0,0,1,0,0,0,0,0,0,0,0,2,2,5,2,6,3,3,4,5,1,1,0,0,0,0,0,0,0,0,0,4,2,1,-0.04244781417963012
157,45,1,5,1,2,2,1,0,0,0,0,0,1,0,0,0,0,2,1,2,2,6,4,3,2,4,2,0,0,0,0,0,0,0,1,0,0,1,2,1,-0.15062603049500528
167,69,1,5,1,3,3,0,0,1,0,0,0,0,0,0,0,0,2,3,5,2,6,3,3,4,4,2,1,0,0,0,1,0,0,0,0,0,1,2,2,-0.15830253971178238
170,67,1,4,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2,1,6,2,2,4,6,4,5,1,1,1,0,0,0,0,0,0,0,0,1,2,1,-0.013867840926832136
174,75,2,4,1,2,2,0,1,1,0,0,0,0,0,0,0,0,2,2,9,1,6,5,2,4,4,1,1,0,0,0,0,0,0,0,0,0,6,2,6,-0.015291590222201425
175,62,1,5,1,2,2,0,0,1,0,1,0,0,0,0,0,0,1,2,4,2,6,3,5,2,7,1,1,0,0,0,1,1,0,0,0,0,1,2,1,-0.05247684434524342
180,69,1,5,1,2,1,0,0,0,0,0,0,0,0,0,1,0,5,1,8,1,6,4,3,2,8,1,0,1,0,0,0,0,0,0,0,0,1,1,1,-0.10178916125901324
190,69,1,5,1,5,1,1,1,0,1,0,0,1,0,0,0,0,1,2,4,2,6,4,3,3,7,1,1,1,0,0,1,0,0,0,0,0,1,2,2,-0.10687686257292583
191,59,1,5,1,2,3,0,0,0,0,0,0,0,0,0,0,1,2,2,8,1,3,4,7,4,3,2,1,0,0,0,0,0,1,0,0,0,1,2,6,-0.3709348564283514
194,68,1,4,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,6,2,2,5,5,2,4,1,1,1,1,0,1,0,0,0,0,0,1,2,1,-0.11651319237275966
195,61,1,4,1,1,2,1,1,1,0,1,0,0,0,0,0,0,1,1,3,2,6,5,7,1,9,1,1,0,1,0,1,0,0,0,0,0,1,2,1,-0.04255920646159338
196,69,2,4,2,5,3,0,0,0,0,0,0,0,0,0,0,1,3,2,7,2,6,4,5,4,5,1,0,0,0,0,0,0,1,0,0,0,4,2,2,-0.04832925844152184
205,84,1,4,1,3,2,0,1,0,0,1,0,0,0,0,0,0,1,2,4,1,6,5,6,3,6,1,0,1,0,0,1,0,0,0,0,0,4,2,2,0.2256426301753712
207,59,1,4,1,3,1,1,1,1,1,0,0,0,0,0,0,0,4,1,6,1,6,5,4,4,4,1,1,1,0,0,1,0,0,0,0,0,1,2,1,-0.22501721102330483
210,55,1,4,2,4,3,1,0,0,1,0,1,0,0,0,0,0,1,3,5,1,6,4,4,4,4,1,1,0,0,0,0,0,0,0,0,0,4,2,4,-0.11456645402048819
215,88,2,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,1,6,5,2,4,2,2,1,0,0,0,0,0,0,0,0,0,1,2,1,-0.02548759496658926
221,85,2,4,1,2,1,1,1,0,0,0,1,1,0,0,0,0,1,1,5,1,5,5,2,3,4,1,1,1,0,0,1,0,0,0,0,0,1,2,1,-0.0952235489474653
225,77,2,4,1,4,2,1,1,1,1,0,1,1,0,0,0,0,1,2,6,1,6,3,7,4,7,1,1,1,0,0,0,0,0,0,0,0,1,2,2,-0.07677146984091399
226,79,2,4,2,5,2,1,1,0,0,0,0,0,0,0,0,0,1,1,6,1,6,4,7,4,5,1,1,1,0,0,1,0,0,0,0,0,1,2,6,-0.020816894480853058
229,68,2,5,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,6,1,3,5,7,4,8,1,0,0,0,1,0,0,0,0,0,0,2,2,1,0.018237845451527426
232,70,1,4,2,5,3,1,1,1,0,0,0,0,0,0,0,0,1,2,5,2,5,5,6,4,6,1,0,1,0,0,0,0,1,0,0,0,4,1,2,0.006759906395869077
249,68,2,4,1,4,1,1,0,0,0,0,1,1,0,0,0,0,1,2,4,2,4,5,5,4,6,1,1,1,0,0,0,0,1,0,0,0,4,2,1,0.2756897574083009
257,71,1,4,1,5,2,1,1,1,0,0,0,0,0,0,0,0,1,2,5,1,6,4,2,4,5,1,1,0,0,0,0,0,0,0,0,0,1,2,1,-0.10742503060352496
260,69,1,4,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,2,4,2,6,5,5,4,6,1,1,0,0,0,0,0,0,0,0,0,4,1,1,-0.17540570919630452
262,68,1,5,1,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,5,2,6,3,3,4,7,1,1,1,0,0,0,0,0,0,0,0,4,2,1,-0.08115502693717724
265,77,1,4,1,2,2,1,0,1,0,0,0,0,0,0,0,0,4,1,5,2,4,5,4,4,7,1,1,0,0,0,0,0,0,0,0,0,5,1,1,0.04084033262471985
266,60,2,5,1,5,2,1,0,1,1,0,0,0,0,0,0,0,2,2,5,1,6,4,2,4,2,2,1,0,0,0,0,0,0,0,0,0,4,2,1,-0.08663359923717603
268,50,2,4,1,5,2,1,0,0,0,0,0,0,0,0,0,0,2,2,4,1,2,5,3,4,2,1,0,0,0,0,0,0,1,0,0,0,4,2,1,-0.004491899274934338
269,78,2,4,1,3,2,1,1,0,0,0,0,0,0,0,0,0,1,2,4,1,6,3,2,4,4,1,0,0,0,1,0,0,0,0,0,0,2,2,1,-0.04889083317027919
275,70,1,4,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,8,1,6,5,2,4,2,2,0,0,0,0,0,1,0,0,0,0,4,2,2,-0.10404457109317022
287,54,1,4,2,5,3,0,0,0,0,0,0,0,0,0,0,1,4,1,9,3,2,3,3,4,4,1,0,0,0,0,0,0,1,0,0,0,4,2,1,0.28028382146776226
288,63,1,4,2,4,3,1,1,0,0,0,0,0,0,0,0,0,2,3,7,2,6,3,7,4,4,1,1,1,0,0,0,0,0,0,0,0,1,2,6,-0.21334022890874432
294,72,2,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,6,4,7,4,6,1,1,0,0,0,0,0,0,0,0,0,5,2,1,-0.08649187815804972
299,62,1,4,1,4,2,0,0,0,0,0,0,0,0,0,1,0,1,2,7,1,6,5,7,5,2,2,0,0,0,0,0,0,0,0,1,0,1,2,5,-0.052828884914672504
300,80,1,4,1,2,1,1,1,0,1,0,0,0,0,0,0,0,1,2,4,2,6,3,4,1,9,1,0,0,1,0,0,0,0,0,0,0,2,2,1,-0.03272553402507769
301,75,1,4,1,5,3,0,0,1,0,0,0,0,0,0,0,0,2,2,5,2,1,4,4,4,4,1,1,0,0,0,0,0,0,0,0,0,4,2,6,-0.10024934143999266
305,69,1,4,2,5,2,1,1,0,0,0,1,1,0,0,0,0,1,1,9,2,4,5,5,1,9,1,1,0,0,0,0,0,1,0,0,0,4,1,1,-0.08213079337024208
306,70,1,4,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,9,1,6,4,1,3,3,1,0,1,0,0,1,0,0,0,0,0,1,2,1,-0.08552708664291374
312,66,2,4,2,5,3,0,0,0,0,0,0,0,0,0,0,1,1,2,9,1,6,3,2,4,6,1,1,1,0,0,0,0,0,0,0,0,4,2,6,-0.0463690904667067
314,52,1,5,1,4,2,1,0,1,1,0,0,0,0,0,0,0,1,2,4,5,6,5,6,1,9,1,1,0,0,0,1,0,0,0,0,0,1,1,1,-0.031235267551206022
327,68,1,4,1,2,2,1,1,1,1,0,1,0,0,0,0,0,2,1,5,2,5,5,6,4,6,1,1,0,0,0,0,0,0,0,0,0,4,1,1,-0.01126213730934644
331,69,2,4,2,2,2,0,1,0,0,0,1,1,0,0,0,0,1,1,6,2,5,5,5,1,9,1,1,1,0,0,1,0,0,0,0,0,1,2,1,-0.10347304492794505
332,70,2,4,2,4,2,0,0,0,0,0,0,0,0,0,1,0,2,2,5,2,6,4,4,4,5,1,1,0,0,0,0,0,0,0,0,0,4,1,3,0.06318602674852024
334,53,2,4,1,4,2,1,0,0,0,0,0,0,0,0,0,0,3,2,6,2,5,4,3,4,6,1,0,1,0,0,0,0,1,0,0,0,4,2,3,-0.13739325908070515
341,77,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,6,5,4,3,4,1,1,0,0,0,1,0,0,0,0,0,1,2,1,-0.0028235831846995605
342,76,1,4,1,1,3,1,0,0,0,0,0,0,0,0,0,0,2,1,8,2,6,4,5,1,9,1,0,0,0,0,0,0,0,1,0,0,1,2,3,0.0005013865516108771
344,70,1,4,1,1,2,1,1,0,0,1,0,0,0,0,0,0,1,2,2,1,6,4,2,4,4,1,1,1,0,0,1,0,0,0,0,0,4,2,1,-0.0584102865308438
346,76,1,4,1,2,1,1,0,0,1,0,0,0,0,0,0,0,2,2,9,2,6,3,3,4,6,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0.16020342313683728
347,68,1,5,1,2,2,1,0,0,0,0,0,1,0,0,0,0,1,1,3,2,5,3,4,4,5,1,0,1,1,0,0,0,0,0,0,0,4,1,1,-0.024014607883290007
350,74,2,4,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,3,2,6,4,8,4,6,1,1,1,0,0,1,0,0,0,0,0,1,2,1,-0.12555730401610699
366,71,1,4,1,4,2,1,1,0,1,0,0,0,0,0,0,0,2,2,4,2,6,4,4,3,8,1,1,0,0,0,1,0,0,0,0,0,1,1,2,-0.045195098817599345
376,58,1,4,2,5,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,4,3,4,4,1,0,0,0,0,0,0,1,0,0,0,4,2,2,-0.36730071931464103
385,84,1,4,2,5,2,1,0,1,0,0,0,0,0,0,0,0,1,1,9,1,6,3,2,3,6,2,1,0,0,0,0,0,0,0,0,0,6,2,6,-0.013198808838956137
389,88,1,4,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,6,5,7,3,8,1,1,0,1,0,1,0,0,0,0,0,1,2,1,-0.17187999125726283
391,61,1,4,1,3,3,0,0,0,0,0,0,1,0,1,0,0,2,2,8,1,6,4,7,4,4,1,0,0,0,0,0,0,1,0,0,0,4,2,1,-0.06980227828759321
392,60,2,4,2,4,2,0,1,0,1,0,1,0,0,0,0,0,2,3,4,2,3,4,5,3,5,1,0,0,0,0,0,0,1,0,0,0,4,2,1,-0.06257829340546986
394,66,1,4,1,4,2,0,0,1,0,0,0,0,0,0,0,0,1,2,5,1,5,4,6,4,6,1,0,0,0,0,0,0,1,0,0,0,4,2,2,0.03211068487263266
397,71,1,4,2,5,3,1,0,0,0,0,0,0,0,0,0,0,2,2,8,2,6,4,8,4,7,1,0,0,0,0,0,0,1,0,0,0,4,2,1,-0.14085303056546833
398,78,1,5,1,2,1,1,1,0,1,0,1,0,0,0,0,0,2,1,6,3,6,5,7,3,7,1,1,1,1,0,1,0,0,0,0,0,1,2,1,-0.07251215922601752
402,51,2,4,1,4,2,1,1,0,0,0,1,1,0,0,0,0,1,1,7,3,6,5,3,4,5,1,1,0,0,0,1,0,0,0,0,0,1,2,2,-0.10789906412239103
404,57,1,4,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,5,1,1,3,3,4,3,1,1,1,0,0,0,0,0,0,0,0,1,2,1,-0.0933099320938302
428,61,2,4,1,5,2,1,1,0,0,0,0,0,0,0,0,0,2,2,8,2,4,5,6,4,4,1,0,0,0,0,0,0,1,0,0,0,4,2,1,-0.03737812068382432
433,60,2,4,1,3,2,1,1,1,1,0,0,0,0,0,0,0,1,2,5,1,5,4,7,3,6,1,1,0,0,0,1,0,0,0,0,0,1,2,1,-0.09741428545699561
437,72,2,4,2,3,3,1,0,0,0,0,0,1,0,0,0,0,2,2,5,2,6,4,4,4,5,1,0,0,0,0,0,0,1,0,0,0,4,2,6,-0.056732114745991116
441,64,1,5,1,4,2,1,0,0,0,0,0,0,0,0,0,0,5,2,1,2,1,4,5,1,9,1,0,1,1,0,0,0,0,0,0,0,1,2,2,-0.06363473489890882
444,62,1,4,1,2,2,0,0,0,0,0,0,0,0,0,1,0,3,2,6,1,5,3,2,3,2,2,0,1,0,0,0,0,0,0,0,0,1,2,1,-0.04681673900938206
447,71,1,4,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,2,5,2,6,5,4,3,8,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0.006676064941336864
450,73,2,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,4,1,6,4,2,4,3,1,0,0,1,0,0,0,0,0,0,0,1,2,1,-0.09536904577796697
451,38,2,4,1,5,2,1,1,1,1,0,0,0,0,0,0,0,2,2,6,2,6,4,5,2,8,1,1,1,1,0,1,0,0,0,0,0,1,1,2,-0.05181571609237481
454,77,2,4,1,5,3,0,1,0,0,0,1,1,0,0,0,0,2,1,6,2,6,4,3,4,6,1,1,0,0,0,1,0,0,0,0,0,4,2,1,-0.09848102518976336
455,75,1,4,1,3,2,1,0,0,1,0,0,0,0,0,0,0,1,2,3,2,2,3,4,3,6,1,1,1,0,0,1,0,0,0,0,0,1,2,2,-0.040162834610644835
460,79,1,5,1,5,3,0,1,1,1,0,0,0,0,0,0,0,1,3,9,2,6,5,3,1,7,1,1,1,0,0,1,0,0,0,0,0,6,2,2,-0.06849109598372538
465,58,2,5,1,1,2,1,1,0,0,1,1,1,0,0,0,0,3,1,6,1,3,5,3,1,7,1,1,1,0,0,0,0,0,0,0,0,1,2,1,-0.03545271760523313
466,66,1,4,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,1,9,1,3,5,3,4,6,1,1,1,0,0,0,0,0,0,0,0,4,2,1,-0.1462001788309885
467,81,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,2,5,3,5,1,7,1,1,0,1,0,1,0,0,0,0,0,1,1,1,-0.07370122551356
470,72,1,4,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,3,2,6,5,6,3,7,1,1,1,0,0,1,0,0,0,0,0,1,1,1,-0.07419889425939642
472,61,2,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,1,2,6,1,1,5,3,4,5,1,0,1,0,0,1,0,0,0,0,0,1,2,1,0.019675683189481024
478,67,2,4,2,4,2,0,0,1,0,1,0,0,0,0,0,0,2,2,9,1,5,4,7,4,5,1,0,0,0,0,0,0,1,0,0,0,4,2,6,0.031121976907767572
483,50,2,4,1,1,1,1,0,1,1,1,0,1,0,0,0,0,2,2,9,5,7,5,7,1,9,1,1,1,0,0,0,0,0,0,0,0,1,1,6,-0.026792352434905558
495,78,1,5,2,5,2,1,0,0,0,0,1,0,0,0,0,0,2,3,4,2,6,5,2,3,8,1,1,0,1,0,1,0,0,0,0,0,1,2,6,-0.007043777823860114
498,65,1,5,2,3,3,0,0,1,0,1,0,0,0,0,0,0,1,1,4,2,6,3,5,4,4,1,0,0,1,0,0,0,0,0,0,0,3,2,1,0.07493747486754176
501,64,2,4,1,4,2,1,1,1,0,0,1,0,0,0,0,0,2,2,4,1,1,3,7,4,3,2,1,0,0,0,0,0,0,0,0,0,1,2,2,-0.024626489659085236
512,52,2,4,1,2,2,1,0,0,0,0,1,0,0,0,0,0,3,2,5,3,1,5,6,1,9,1,1,1,0,0,1,0,0,0,0,0,1,1,2,-0.09340463534232916
520,76,1,4,1,4,2,0,1,1,0,0,0,0,0,0,0,0,2,2,3,1,6,5,3,4,5,2,0,0,0,0,0,0,1,0,0,0,4,2,2,-0.12260321221069202
531,72,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,4,2,6,3,7,4,5,1,1,0,0,0,0,0,0,0,0,0,1,2,3,-0.030276561330376293
538,26,2,4,1,3,2,1,0,0,1,0,0,0,0,0,0,0,1,1,6,2,5,3,1,5,5,2,1,0,0,0,0,0,0,0,0,0,4,2,6,-0.04389488049189017
561,67,1,5,1,1,1,1,1,0,1,0,0,0,0,0,0,0,2,1,6,2,6,4,5,2,7,1,0,1,0,0,1,0,0,0,0,0,1,2,1,-0.17454255477364353
562,67,2,4,1,2,2,1,1,1,0,0,1,0,0,0,0,0,1,1,4,2,5,3,2,3,6,1,1,1,0,0,0,0,0,0,0,0,1,2,3,-0.010323364108290593
565,62,2,5,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,2,7,1,3,5,2,4,5,1,1,1,0,0,0,0,0,0,0,0,1,2,1,-0.14201255621901782
571,60,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,5,2,6,3,5,1,8,1,0,1,1,0,1,0,0,0,0,0,1,1,1,-0.021109990278379332
573,66,2,4,1,2,1,1,0,1,0,0,0,1,0,0,0,0,1,2,6,1,1,3,3,4,4,1,0,0,0,1,0,0,0,0,0,0,2,2,1,-0.16837401898762314
579,66,1,4,1,2,1,1,0,1,0,1,1,1,0,0,0,0,1,1,4,2,6,4,6,4,8,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0.010894487911567776
583,67,1,5,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2,1,5,2,6,5,6,4,6,1,0,0,0,0,0,0,1,0,0,0,4,2,1,-0.058861806707006255
585,76,2,5,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,4,1,6,4,7,3,6,1,0,1,1,0,0,0,0,0,0,0,1,1,1,-0.023202282453503965
595,71,1,5,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,1,5,2,6,3,5,4,6,1,1,1,0,0,0,0,0,0,0,0,1,1,2,-0.08963329708498849
597,68,1,4,1,5,2,1,1,1,0,0,0,0,0,0,0,0,3,1,5,2,5,5,6,4,6,1,1,0,0,0,0,1,0,0,0,0,4,1,2,-0.07721573722128937
598,65,2,4,1,5,3,0,1,1,0,0,0,0,0,0,0,0,1,3,5,2,5,5,6,4,5,1,1,1,0,0,0,0,0,0,0,0,1,2,6,-0.0033026478185051947
599,53,2,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,2,8,1,6,5,8,4,3,1,1,0,0,0,0,0,0,0,0,0,4,2,1,-0.8242240036333548
609,65,2,4,1,2,2,1,0,0,1,0,0,0,0,0,0,0,1,2,5,1,6,3,2,4,5,1,1,0,0,0,0,0,0,0,0,0,4,2,1,-0.012531514270413588
612,68,1,5,1,5,3,1,0,1,0,0,0,0,0,0,0,0,2,3,4,2,6,4,5,1,9,1,0,1,1,0,1,0,0,0,0,0,1,2,3,-0.004396547613438719
613,54,1,4,1,3,2,1,1,1,0,0,0,0,0,0,0,0,1,2,3,2,4,4,5,3,5,1,1,0,1,0,0,0,0,0,0,0,1,2,1,-0.06317362527595254
620,77,1,5,1,5,2,1,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,5,3,5,4,2,1,1,0,0,0,0,0,0,1,0,1,2,2,-0.05025386021336347
625,62,1,4,1,4,2,1,0,0,0,0,0,0,0,0,0,0,1,2,6,2,6,4,3,4,7,1,0,0,0,0,0,0,0,1,0,0,1,1,2,0.6455232342809399
631,42,2,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,6,2,4,5,3,4,4,1,1,1,0,0,1,0,0,0,0,0,1,2,1,-0.2463478202169147
637,65,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,2,4,4,7,3,8,1,0,1,1,0,1,0,0,0,0,0,1,2,1,-0.16841692333822364
641,56,2,4,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,9,6,4,3,5,3,7,1,0,0,1,0,1,0,0,0,0,0,1,2,1,-0.14316416470583065
642,66,1,4,2,5,2,1,0,1,1,1,1,0,0,0,0,0,1,2,6,4,1,5,6,1,9,1,0,0,0,1,0,0,0,0,0,0,2,1,1,-0.11987821845088689
643,53,2,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,8,2,6,5,3,5,3,2,1,1,0,0,0,0,0,0,0,0,4,2,1,-0.30087367370948465
647,58,1,4,2,4,2,1,0,0,0,0,1,1,0,0,0,0,2,1,5,1,2,5,3,4,5,1,0,0,0,0,0,0,0,1,0,0,4,2,6,0.18419005296386032
650,66,1,5,1,3,1,1,0,1,1,0,0,0,0,0,0,0,2,2,7,2,1,5,4,4,4,1,1,1,0,0,0,0,0,0,0,0,1,2,1,-0.4115169827927447
660,60,2,4,1,5,2,1,0,0,0,0,0,0,0,0,0,0,1,1,6,2,3,3,5,4,6,1,1,0,0,0,0,0,0,0,0,0,4,1,1,0.05626616985190524
669,73,1,4,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2,1,7,1,6,4,1,4,3,1,1,1,0,0,0,0,0,0,0,0,1,2,1,-0.022434911159301386
670,82,1,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,5,2,3,4,7,3,8,1,1,1,0,0,1,0,0,0,0,0,1,1,1,-0.05658187018631433
671,63,2,4,1,5,1,1,0,0,0,0,0,0,0,0,0,0,2,1,3,2,1,4,3,4,5,1,1,0,0,0,1,0,0,0,0,0,4,2,1,-0.0604004500028603
676,80,1,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,6,5,6,4,7,1,1,0,0,0,0,0,0,0,1,0,1,1,1,-0.023788606037125973
