ID,Q_Age,Q_Gender,Q_City,Q1,Q4,Q7,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q14,Q15,Q16,Q17,Q19,Q20,Q21,Q22,Q23,Q24,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10,Q28,Q29,Q32,Price_elasticity
72,66,1,4,2,2,2,0,0,0,0,1,0,0,0,0,0,0,2,1,3,2,5,5,5,1,8,1,1,0,1,0,1,0,0,0,0,0,1,1,6,-0.06594435874811673
75,79,1,5,2,2,2,0,0,0,0,0,0,0,0,0,1,0,5,3,6,2,6,4,3,1,7,1,1,1,0,0,1,0,0,0,0,0,1,2,2,-0.07521973016906584
76,70,1,4,1,4,2,1,1,1,0,0,1,1,0,0,0,0,1,2,4,2,6,4,5,1,9,1,0,1,1,0,1,0,0,0,0,0,1,1,2,-0.0561207485173972
85,66,1,5,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,3,1,6,5,2,4,5,1,1,0,0,0,0,0,0,0,0,0,1,1,3,-0.2594638449567871
88,72,2,4,1,3,2,0,0,0,0,0,1,0,0,0,0,0,1,2,9,1,6,5,3,4,4,1,0,0,0,0,0,0,1,0,0,0,4,2,6,0.037577153116806865
92,61,1,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,5,3,6,4,5,4,7,1,1,1,0,0,0,0,0,0,0,0,4,2,1,-0.11022870195966519
96,71,2,5,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,8,3,6,5,8,3,6,1,1,1,0,0,1,0,0,0,0,0,1,2,1,-0.26202064500450395
100,70,2,4,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,2,6,2,6,5,5,4,5,1,1,0,0,0,1,0,0,0,0,0,1,2,1,-0.10840854367603549
107,67,1,4,1,1,2,1,0,0,0,0,0,0,0,1,0,0,1,1,8,1,6,5,2,4,6,1,1,1,0,0,0,0,0,0,0,0,4,2,1,-0.07086619270762755
109,77,1,5,1,3,2,1,1,0,0,0,0,0,0,0,0,0,2,2,3,1,6,4,2,4,4,1,0,0,1,0,0,0,0,0,0,0,1,1,3,-0.12528970198239772
115,66,1,4,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,4,2,6,5,5,1,9,1,1,1,0,0,1,0,0,0,0,0,1,1,1,-0.048609799251396205
119,82,1,4,1,5,3,0,0,1,0,0,0,0,0,0,0,0,4,2,6,2,6,5,5,4,7,1,0,0,0,0,1,0,1,0,0,0,4,2,2,-0.08292700615931026
133,75,2,4,1,3,2,1,1,0,0,0,1,0,0,0,0,0,1,1,6,2,6,4,3,2,7,2,1,0,0,0,1,0,0,0,0,0,1,1,6,-0.01177978103511133
134,55,2,5,1,2,2,1,1,0,0,0,0,0,0,0,0,0,2,2,5,2,5,5,5,4,4,1,0,1,0,0,0,0,0,1,0,0,4,2,3,0.03339221075552219
135,62,1,4,1,3,2,1,0,0,1,0,0,0,0,0,0,0,1,2,6,4,6,5,5,1,6,1,1,0,0,0,1,0,0,0,0,0,1,2,1,-0.06594522855894004
142,75,1,5,1,2,1,0,1,1,1,1,0,0,0,0,0,0,1,1,5,5,6,2,2,2,9,1,1,0,1,0,0,0,0,0,0,0,1,2,1,-0.04779468020915762
149,53,1,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,1,3,5,2,6,4,1,4,4,1,1,1,0,0,0,0,0,0,0,0,4,2,1,-0.1239254009165319
150,75,1,4,1,2,2,0,0,1,0,0,0,0,0,0,0,0,2,2,5,2,6,3,3,4,5,1,1,0,0,0,0,0,0,0,0,0,4,2,1,-0.04244781417963017
157,45,1,5,1,2,2,1,0,0,0,0,0,1,0,0,0,0,2,1,2,2,6,4,3,2,4,2,0,0,0,0,0,0,0,1,0,0,1,2,1,-0.15062603049500564
167,69,1,5,1,3,3,0,0,1,0,0,0,0,0,0,0,0,2,3,5,2,6,3,3,4,4,2,1,0,0,0,1,0,0,0,0,0,1,2,2,-0.15830253971178268
170,67,1,4,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2,1,6,2,2,4,6,4,5,1,1,1,0,0,0,0,0,0,0,0,1,2,1,-0.013867840926832175
174,75,2,4,1,2,2,0,1,1,0,0,0,0,0,0,0,0,2,2,9,1,6,5,2,4,4,1,1,0,0,0,0,0,0,0,0,0,6,2,6,-0.015291590222201739
175,62,1,5,1,2,2,0,0,1,0,1,0,0,0,0,0,0,1,2,4,2,6,3,5,2,7,1,1,0,0,0,1,1,0,0,0,0,1,2,1,-0.05247684434524364
180,69,1,5,1,2,1,0,0,0,0,0,0,0,0,0,1,0,5,1,8,1,6,4,3,2,8,1,0,1,0,0,0,0,0,0,0,0,1,1,1,-0.10178916125901342
190,69,1,5,1,5,1,1,1,0,1,0,0,1,0,0,0,0,1,2,4,2,6,4,3,3,7,1,1,1,0,0,1,0,0,0,0,0,1,2,2,-0.10687686257292583
191,59,1,5,1,2,3,0,0,0,0,0,0,0,0,0,0,1,2,2,8,1,3,4,7,4,3,2,1,0,0,0,0,0,1,0,0,0,1,2,6,-0.3709348564283514
194,68,1,4,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,6,2,2,5,5,2,4,1,1,1,1,0,1,0,0,0,0,0,1,2,1,-0.11651319237275982
195,61,1,4,1,1,2,1,1,1,0,1,0,0,0,0,0,0,1,1,3,2,6,5,7,1,9,1,1,0,1,0,1,0,0,0,0,0,1,2,1,-0.04255920646159347
196,69,2,4,2,5,3,0,0,0,0,0,0,0,0,0,0,1,3,2,7,2,6,4,5,4,5,1,0,0,0,0,0,0,1,0,0,0,4,2,2,-0.04832925844152198
205,84,1,4,1,3,2,0,1,0,0,1,0,0,0,0,0,0,1,2,4,1,6,5,6,3,6,1,0,1,0,0,1,0,0,0,0,0,4,2,2,0.2256426301753711
207,59,1,4,1,3,1,1,1,1,1,0,0,0,0,0,0,0,4,1,6,1,6,5,4,4,4,1,1,1,0,0,1,0,0,0,0,0,1,2,1,-0.22501721102330502
210,55,1,4,2,4,3,1,0,0,1,0,1,0,0,0,0,0,1,3,5,1,6,4,4,4,4,1,1,0,0,0,0,0,0,0,0,0,4,2,4,-0.11456645402048846
215,88,2,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,1,6,5,2,4,2,2,1,0,0,0,0,0,0,0,0,0,1,2,1,-0.02548759496658954
221,85,2,4,1,2,1,1,1,0,0,0,1,1,0,0,0,0,1,1,5,1,5,5,2,3,4,1,1,1,0,0,1,0,0,0,0,0,1,2,1,-0.09522354894746532
225,77,2,4,1,4,2,1,1,1,1,0,1,1,0,0,0,0,1,2,6,1,6,3,7,4,7,1,1,1,0,0,0,0,0,0,0,0,1,2,2,-0.07677146984091389
226,79,2,4,2,5,2,1,1,0,0,0,0,0,0,0,0,0,1,1,6,1,6,4,7,4,5,1,1,1,0,0,1,0,0,0,0,0,1,2,6,-0.020816894480853228
229,68,2,5,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,6,1,3,5,7,4,8,1,0,0,0,1,0,0,0,0,0,0,2,2,1,0.018237845451527224
232,70,1,4,2,5,3,1,1,1,0,0,0,0,0,0,0,0,1,2,5,2,5,5,6,4,6,1,0,1,0,0,0,0,1,0,0,0,4,1,2,0.006759906395869024
249,68,2,4,1,4,1,1,0,0,0,0,1,1,0,0,0,0,1,2,4,2,4,5,5,4,6,1,1,1,0,0,0,0,1,0,0,0,4,2,1,0.2756897574083007
257,71,1,4,1,5,2,1,1,1,0,0,0,0,0,0,0,0,1,2,5,1,6,4,2,4,5,1,1,0,0,0,0,0,0,0,0,0,1,2,1,-0.10742503060352496
260,69,1,4,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,2,4,2,6,5,5,4,6,1,1,0,0,0,0,0,0,0,0,0,4,1,1,-0.1754057091963047
262,68,1,5,1,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,5,2,6,3,3,4,7,1,1,1,0,0,0,0,0,0,0,0,4,2,1,-0.08115502693717745
265,77,1,4,1,2,2,1,0,1,0,0,0,0,0,0,0,0,4,1,5,2,4,5,4,4,7,1,1,0,0,0,0,0,0,0,0,0,5,1,1,0.04084033262471993
266,60,2,5,1,5,2,1,0,1,1,0,0,0,0,0,0,0,2,2,5,1,6,4,2,4,2,2,1,0,0,0,0,0,0,0,0,0,4,2,1,-0.08663359923717645
268,50,2,4,1,5,2,1,0,0,0,0,0,0,0,0,0,0,2,2,4,1,2,5,3,4,2,1,0,0,0,0,0,0,1,0,0,0,4,2,1,-0.004491899274934403
269,78,2,4,1,3,2,1,1,0,0,0,0,0,0,0,0,0,1,2,4,1,6,3,2,4,4,1,0,0,0,1,0,0,0,0,0,0,2,2,1,-0.04889083317027907
275,70,1,4,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,8,1,6,5,2,4,2,2,0,0,0,0,0,1,0,0,0,0,4,2,2,-0.10404457109317036
287,54,1,4,2,5,3,0,0,0,0,0,0,0,0,0,0,1,4,1,9,3,2,3,3,4,4,1,0,0,0,0,0,0,1,0,0,0,4,2,1,0.28028382146776204
288,63,1,4,2,4,3,1,1,0,0,0,0,0,0,0,0,0,2,3,7,2,6,3,7,4,4,1,1,1,0,0,0,0,0,0,0,0,1,2,6,-0.21334022890874446
294,72,2,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,6,4,7,4,6,1,1,0,0,0,0,0,0,0,0,0,5,2,1,-0.08649187815804961
299,62,1,4,1,4,2,0,0,0,0,0,0,0,0,0,1,0,1,2,7,1,6,5,7,5,2,2,0,0,0,0,0,0,0,0,1,0,1,2,5,-0.05282888491467264
300,80,1,4,1,2,1,1,1,0,1,0,0,0,0,0,0,0,1,2,4,2,6,3,4,1,9,1,0,0,1,0,0,0,0,0,0,0,2,2,1,-0.03272553402507779
301,75,1,4,1,5,3,0,0,1,0,0,0,0,0,0,0,0,2,2,5,2,1,4,4,4,4,1,1,0,0,0,0,0,0,0,0,0,4,2,6,-0.10024934143999278
305,69,1,4,2,5,2,1,1,0,0,0,1,1,0,0,0,0,1,1,9,2,4,5,5,1,9,1,1,0,0,0,0,0,1,0,0,0,4,1,1,-0.08213079337024226
306,70,1,4,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,9,1,6,4,1,3,3,1,0,1,0,0,1,0,0,0,0,0,1,2,1,-0.08552708664291374
312,66,2,4,2,5,3,0,0,0,0,0,0,0,0,0,0,1,1,2,9,1,6,3,2,4,6,1,1,1,0,0,0,0,0,0,0,0,4,2,6,-0.04636909046670682
314,52,1,5,1,4,2,1,0,1,1,0,0,0,0,0,0,0,1,2,4,5,6,5,6,1,9,1,1,0,0,0,1,0,0,0,0,0,1,1,1,-0.031235267551206182
327,68,1,4,1,2,2,1,1,1,1,0,1,0,0,0,0,0,2,1,5,2,5,5,6,4,6,1,1,0,0,0,0,0,0,0,0,0,4,1,1,-0.01126213730934656
331,69,2,4,2,2,2,0,1,0,0,0,1,1,0,0,0,0,1,1,6,2,5,5,5,1,9,1,1,1,0,0,1,0,0,0,0,0,1,2,1,-0.10347304492794518
332,70,2,4,2,4,2,0,0,0,0,0,0,0,0,0,1,0,2,2,5,2,6,4,4,4,5,1,1,0,0,0,0,0,0,0,0,0,4,1,3,0.0631860267485201
334,53,2,4,1,4,2,1,0,0,0,0,0,0,0,0,0,0,3,2,6,2,5,4,3,4,6,1,0,1,0,0,0,0,1,0,0,0,4,2,3,-0.13739325908070524
341,77,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,6,5,4,3,4,1,1,0,0,0,1,0,0,0,0,0,1,2,1,-0.0028235831846997253
342,76,1,4,1,1,3,1,0,0,0,0,0,0,0,0,0,0,2,1,8,2,6,4,5,1,9,1,0,0,0,0,0,0,0,1,0,0,1,2,3,0.0005013865516107435
344,70,1,4,1,1,2,1,1,0,0,1,0,0,0,0,0,0,1,2,2,1,6,4,2,4,4,1,1,1,0,0,1,0,0,0,0,0,4,2,1,-0.05841028653084381
346,76,1,4,1,2,1,1,0,0,1,0,0,0,0,0,0,0,2,2,9,2,6,3,3,4,6,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0.1602034231368371
347,68,1,5,1,2,2,1,0,0,0,0,0,1,0,0,0,0,1,1,3,2,5,3,4,4,5,1,0,1,1,0,0,0,0,0,0,0,4,1,1,-0.0240146078832902
350,74,2,4,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,3,2,6,4,8,4,6,1,1,1,0,0,1,0,0,0,0,0,1,2,1,-0.125557304016107
366,71,1,4,1,4,2,1,1,0,1,0,0,0,0,0,0,0,2,2,4,2,6,4,4,3,8,1,1,0,0,0,1,0,0,0,0,0,1,1,2,-0.045195098817599505
376,58,1,4,2,5,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,4,3,4,4,1,0,0,0,0,0,0,1,0,0,0,4,2,2,-0.367300719314641
385,84,1,4,2,5,2,1,0,1,0,0,0,0,0,0,0,0,1,1,9,1,6,3,2,3,6,2,1,0,0,0,0,0,0,0,0,0,6,2,6,-0.01319880883895624
389,88,1,4,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,6,5,7,3,8,1,1,0,1,0,1,0,0,0,0,0,1,2,1,-0.17187999125726303
391,61,1,4,1,3,3,0,0,0,0,0,0,1,0,1,0,0,2,2,8,1,6,4,7,4,4,1,0,0,0,0,0,0,1,0,0,0,4,2,1,-0.06980227828759308
392,60,2,4,2,4,2,0,1,0,1,0,1,0,0,0,0,0,2,3,4,2,3,4,5,3,5,1,0,0,0,0,0,0,1,0,0,0,4,2,1,-0.06257829340546975
394,66,1,4,1,4,2,0,0,1,0,0,0,0,0,0,0,0,1,2,5,1,5,4,6,4,6,1,0,0,0,0,0,0,1,0,0,0,4,2,2,0.032110684872632606
397,71,1,4,2,5,3,1,0,0,0,0,0,0,0,0,0,0,2,2,8,2,6,4,8,4,7,1,0,0,0,0,0,0,1,0,0,0,4,2,1,-0.14085303056546847
398,78,1,5,1,2,1,1,1,0,1,0,1,0,0,0,0,0,2,1,6,3,6,5,7,3,7,1,1,1,1,0,1,0,0,0,0,0,1,2,1,-0.07251215922601768
402,51,2,4,1,4,2,1,1,0,0,0,1,1,0,0,0,0,1,1,7,3,6,5,3,4,5,1,1,0,0,0,1,0,0,0,0,0,1,2,2,-0.10789906412239107
404,57,1,4,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,5,1,1,3,3,4,3,1,1,1,0,0,0,0,0,0,0,0,1,2,1,-0.09330993209383014
428,61,2,4,1,5,2,1,1,0,0,0,0,0,0,0,0,0,2,2,8,2,4,5,6,4,4,1,0,0,0,0,0,0,1,0,0,0,4,2,1,-0.03737812068382421
433,60,2,4,1,3,2,1,1,1,1,0,0,0,0,0,0,0,1,2,5,1,5,4,7,3,6,1,1,0,0,0,1,0,0,0,0,0,1,2,1,-0.0974142854569957
437,72,2,4,2,3,3,1,0,0,0,0,0,1,0,0,0,0,2,2,5,2,6,4,4,4,5,1,0,0,0,0,0,0,1,0,0,0,4,2,6,-0.05673211474599141
441,64,1,5,1,4,2,1,0,0,0,0,0,0,0,0,0,0,5,2,1,2,1,4,5,1,9,1,0,1,1,0,0,0,0,0,0,0,1,2,2,-0.06363473489890893
444,62,1,4,1,2,2,0,0,0,0,0,0,0,0,0,1,0,3,2,6,1,5,3,2,3,2,2,0,1,0,0,0,0,0,0,0,0,1,2,1,-0.046816739009382
447,71,1,4,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,2,5,2,6,5,4,3,8,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0.006676064941336647
450,73,2,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,4,1,6,4,2,4,3,1,0,0,1,0,0,0,0,0,0,0,1,2,1,-0.09536904577796712
451,38,2,4,1,5,2,1,1,1,1,0,0,0,0,0,0,0,2,2,6,2,6,4,5,2,8,1,1,1,1,0,1,0,0,0,0,0,1,1,2,-0.05181571609237476
454,77,2,4,1,5,3,0,1,0,0,0,1,1,0,0,0,0,2,1,6,2,6,4,3,4,6,1,1,0,0,0,1,0,0,0,0,0,4,2,1,-0.0984810251897636
455,75,1,4,1,3,2,1,0,0,1,0,0,0,0,0,0,0,1,2,3,2,2,3,4,3,6,1,1,1,0,0,1,0,0,0,0,0,1,2,2,-0.04016283461064488
460,79,1,5,1,5,3,0,1,1,1,0,0,0,0,0,0,0,1,3,9,2,6,5,3,1,7,1,1,1,0,0,1,0,0,0,0,0,6,2,2,-0.06849109598372569
465,58,2,5,1,1,2,1,1,0,0,1,1,1,0,0,0,0,3,1,6,1,3,5,3,1,7,1,1,1,0,0,0,0,0,0,0,0,1,2,1,-0.035452717605233296
466,66,1,4,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,1,9,1,3,5,3,4,6,1,1,1,0,0,0,0,0,0,0,0,4,2,1,-0.14620017883098843
467,81,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,2,5,3,5,1,7,1,1,0,1,0,1,0,0,0,0,0,1,1,1,-0.0737012255135601
470,72,1,4,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,3,2,6,5,6,3,7,1,1,1,0,0,1,0,0,0,0,0,1,1,1,-0.0741988942593965
472,61,2,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,1,2,6,1,1,5,3,4,5,1,0,1,0,0,1,0,0,0,0,0,1,2,1,0.019675683189481045
478,67,2,4,2,4,2,0,0,1,0,1,0,0,0,0,0,0,2,2,9,1,5,4,7,4,5,1,0,0,0,0,0,0,1,0,0,0,4,2,6,0.031121976907767506
483,50,2,4,1,1,1,1,0,1,1,1,0,1,0,0,0,0,2,2,9,5,7,5,7,1,9,1,1,1,0,0,0,0,0,0,0,0,1,1,6,-0.026792352434905582
495,78,1,5,2,5,2,1,0,0,0,0,1,0,0,0,0,0,2,3,4,2,6,5,2,3,8,1,1,0,1,0,1,0,0,0,0,0,1,2,6,-0.007043777823860196
498,65,1,5,2,3,3,0,0,1,0,1,0,0,0,0,0,0,1,1,4,2,6,3,5,4,4,1,0,0,1,0,0,0,0,0,0,0,3,2,1,0.07493747486754149
501,64,2,4,1,4,2,1,1,1,0,0,1,0,0,0,0,0,2,2,4,1,1,3,7,4,3,2,1,0,0,0,0,0,0,0,0,0,1,2,2,-0.0246264896590853
512,52,2,4,1,2,2,1,0,0,0,0,1,0,0,0,0,0,3,2,5,3,1,5,6,1,9,1,1,1,0,0,1,0,0,0,0,0,1,1,2,-0.09340463534232918
520,76,1,4,1,4,2,0,1,1,0,0,0,0,0,0,0,0,2,2,3,1,6,5,3,4,5,2,0,0,0,0,0,0,1,0,0,0,4,2,2,-0.1226032122106922
531,72,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,4,2,6,3,7,4,5,1,1,0,0,0,0,0,0,0,0,0,1,2,3,-0.03027656133037622
538,26,2,4,1,3,2,1,0,0,1,0,0,0,0,0,0,0,1,1,6,2,5,3,1,5,5,2,1,0,0,0,0,0,0,0,0,0,4,2,6,-0.04389488049189018
561,67,1,5,1,1,1,1,1,0,1,0,0,0,0,0,0,0,2,1,6,2,6,4,5,2,7,1,0,1,0,0,1,0,0,0,0,0,1,2,1,-0.1745425547736437
562,67,2,4,1,2,2,1,1,1,0,0,1,0,0,0,0,0,1,1,4,2,5,3,2,3,6,1,1,1,0,0,0,0,0,0,0,0,1,2,3,-0.010323364108290552
565,62,2,5,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,2,7,1,3,5,2,4,5,1,1,1,0,0,0,0,0,0,0,0,1,2,1,-0.14201255621901798
571,60,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,5,2,6,3,5,1,8,1,0,1,1,0,1,0,0,0,0,0,1,1,1,-0.02110999027837971
573,66,2,4,1,2,1,1,0,1,0,0,0,1,0,0,0,0,1,2,6,1,1,3,3,4,4,1,0,0,0,1,0,0,0,0,0,0,2,2,1,-0.16837401898762314
579,66,1,4,1,2,1,1,0,1,0,1,1,1,0,0,0,0,1,1,4,2,6,4,6,4,8,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0.010894487911567816
583,67,1,5,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2,1,5,2,6,5,6,4,6,1,0,0,0,0,0,0,1,0,0,0,4,2,1,-0.05886180670700633
585,76,2,5,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,4,1,6,4,7,3,6,1,0,1,1,0,0,0,0,0,0,0,1,1,1,-0.023202282453504097
595,71,1,5,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,1,5,2,6,3,5,4,6,1,1,1,0,0,0,0,0,0,0,0,1,1,2,-0.08963329708498875
597,68,1,4,1,5,2,1,1,1,0,0,0,0,0,0,0,0,3,1,5,2,5,5,6,4,6,1,1,0,0,0,0,1,0,0,0,0,4,1,2,-0.07721573722128945
598,65,2,4,1,5,3,0,1,1,0,0,0,0,0,0,0,0,1,3,5,2,5,5,6,4,5,1,1,1,0,0,0,0,0,0,0,0,1,2,6,-0.0033026478185053
599,53,2,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,2,8,1,6,5,8,4,3,1,1,0,0,0,0,0,0,0,0,0,4,2,1,-0.8242240036333548
609,65,2,4,1,2,2,1,0,0,1,0,0,0,0,0,0,0,1,2,5,1,6,3,2,4,5,1,1,0,0,0,0,0,0,0,0,0,4,2,1,-0.012531514270413826
612,68,1,5,1,5,3,1,0,1,0,0,0,0,0,0,0,0,2,3,4,2,6,4,5,1,9,1,0,1,1,0,1,0,0,0,0,0,1,2,3,-0.004396547613439033
613,54,1,4,1,3,2,1,1,1,0,0,0,0,0,0,0,0,1,2,3,2,4,4,5,3,5,1,1,0,1,0,0,0,0,0,0,0,1,2,1,-0.06317362527595265
620,77,1,5,1,5,2,1,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,5,3,5,4,2,1,1,0,0,0,0,0,0,1,0,1,2,2,-0.05025386021336371
625,62,1,4,1,4,2,1,0,0,0,0,0,0,0,0,0,0,1,2,6,2,6,4,3,4,7,1,0,0,0,0,0,0,0,1,0,0,1,1,2,0.6455232342809395
631,42,2,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,6,2,4,5,3,4,4,1,1,1,0,0,1,0,0,0,0,0,1,2,1,-0.2463478202169147
637,65,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,2,4,4,7,3,8,1,0,1,1,0,1,0,0,0,0,0,1,2,1,-0.1684169233382238
641,56,2,4,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,9,6,4,3,5,3,7,1,0,0,1,0,1,0,0,0,0,0,1,2,1,-0.14316416470583065
642,66,1,4,2,5,2,1,0,1,1,1,1,0,0,0,0,0,1,2,6,4,1,5,6,1,9,1,0,0,0,1,0,0,0,0,0,0,2,1,1,-0.11987821845088699
643,53,2,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,8,2,6,5,3,5,3,2,1,1,0,0,0,0,0,0,0,0,4,2,1,-0.3008736737094845
647,58,1,4,2,4,2,1,0,0,0,0,1,1,0,0,0,0,2,1,5,1,2,5,3,4,5,1,0,0,0,0,0,0,0,1,0,0,4,2,6,0.1841900529638603
650,66,1,5,1,3,1,1,0,1,1,0,0,0,0,0,0,0,2,2,7,2,1,5,4,4,4,1,1,1,0,0,0,0,0,0,0,0,1,2,1,-0.4115169827927447
660,60,2,4,1,5,2,1,0,0,0,0,0,0,0,0,0,0,1,1,6,2,3,3,5,4,6,1,1,0,0,0,0,0,0,0,0,0,4,1,1,0.056266169851905086
669,73,1,4,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2,1,7,1,6,4,1,4,3,1,1,1,0,0,0,0,0,0,0,0,1,2,1,-0.022434911159301567
670,82,1,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,5,2,3,4,7,3,8,1,1,1,0,0,1,0,0,0,0,0,1,1,1,-0.056581870186314526
671,63,2,4,1,5,1,1,0,0,0,0,0,0,0,0,0,0,2,1,3,2,1,4,3,4,5,1,1,0,0,0,1,0,0,0,0,0,4,2,1,-0.06040045000286032
676,80,1,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,6,5,6,4,7,1,1,0,0,0,0,0,0,0,1,0,1,1,1,-0.023788606037126132
